sampled_at_utc,wait_count
2026-09-03 09:40:56.050840,6
2026-09-03 09:40:56.343988,0
2026-09-03 09:40:56.601631,0
2026-09-03 09:40:56.843397,0
2026-09-03 09:40:57.091486,0
2026-09-03 09:40:57.341871,0
2026-09-03 09:40:57.597390,6
2026-09-03 09:40:57.866057,0
2026-09-03 09:40:58.125306,0
2026-09-03 09:40:58.376293,0
2026-09-03 09:40:58.631845,1
2026-09-03 09:40:58.902289,0
2026-09-03 09:40:59.150494,3
2026-09-03 09:40:59.424106,0
2026-09-03 09:40:59.662645,0
2026-09-03 09:40:59.908763,0
2026-09-03 09:41:00.172851,6
2026-09-03 09:41:00.457066,0
2026-09-03 09:41:00.707631,0
2026-09-03 09:41:00.947341,0
2026-09-03 09:41:01.212240,6
2026-09-03 09:41:01.491616,0
2026-09-03 09:41:01.732390,0
2026-09-03 09:41:01.968378,0
2026-09-03 09:41:02.225780,0
2026-09-03 09:41:02.490694,0
2026-09-03 09:41:02.742944,1
2026-09-03 09:41:03.019254,0
2026-09-03 09:41:03.271980,3
2026-09-03 09:41:03.538604,0
2026-09-03 09:41:03.782930,0
2026-09-03 09:41:04.030648,1
2026-09-03 09:41:04.312636,0
2026-09-03 09:41:04.563074,0
2026-09-03 09:41:04.817820,0
2026-09-03 09:41:05.068277,0
2026-09-03 09:41:05.326607,6
2026-09-03 09:41:05.602289,0
2026-09-03 09:41:05.857664,0
2026-09-03 09:41:06.107374,1
2026-09-03 09:41:06.383346,0
2026-09-03 09:41:06.630412,0
2026-09-03 09:41:06.886709,0
2026-09-03 09:41:07.142067,0
2026-09-03 09:41:07.405645,3
2026-09-03 09:41:07.684644,0
2026-09-03 09:41:07.928236,0
2026-09-03 09:41:08.170379,0
2026-09-03 09:41:08.434459,1
2026-09-03 09:41:08.707606,0
2026-09-03 09:41:08.958226,0
2026-09-03 09:41:09.201669,0
2026-09-03 09:41:09.465312,3
2026-09-03 09:41:09.736244,0
2026-09-03 09:41:09.999160,1
2026-09-03 09:41:10.288462,0
2026-09-03 09:41:10.527791,0
2026-09-03 09:41:10.774271,0
2026-09-03 09:41:11.030168,1
2026-09-03 09:41:11.304733,0
2026-09-03 09:41:11.547129,0
2026-09-03 09:41:11.789037,0
2026-09-03 09:41:12.045388,6
2026-09-03 09:41:12.325915,0
2026-09-03 09:41:12.578345,0
2026-09-03 09:41:12.824291,0
2026-09-03 09:41:13.086619,6
2026-09-03 09:41:13.359235,0
2026-09-03 09:41:13.604520,0
2026-09-03 09:41:13.846503,0
2026-09-03 09:41:14.112936,15
2026-09-03 09:41:14.393489,0
2026-09-03 09:41:14.652785,1
2026-09-03 09:41:14.940075,0
2026-09-03 09:41:15.176712,0
2026-09-03 09:41:15.416232,0
2026-09-03 09:41:15.668678,3
2026-09-03 09:41:15.935704,0
2026-09-03 09:41:16.176856,0
2026-09-03 09:41:16.430234,1
2026-09-03 09:41:16.708954,0
2026-09-03 09:41:16.953168,0
2026-09-03 09:41:17.189892,1
2026-09-03 09:41:17.457218,0
2026-09-03 09:41:17.725642,10
2026-09-03 09:41:17.999705,0
2026-09-03 09:41:18.241853,0
2026-09-03 09:41:18.482705,0
2026-09-03 09:41:18.761445,3
2026-09-03 09:41:19.043273,0
2026-09-03 09:41:19.302806,0
2026-09-03 09:41:19.539239,0
2026-09-03 09:41:19.790544,6
2026-09-03 09:41:20.075950,0
2026-09-03 09:41:20.324983,0
2026-09-03 09:41:20.560899,0
2026-09-03 09:41:20.825399,10
2026-09-03 09:41:21.114416,0
2026-09-03 09:41:21.364490,0
2026-09-03 09:41:21.614123,0
2026-09-03 09:41:21.866733,3
2026-09-03 09:41:22.161485,0
2026-09-03 09:41:22.400447,0
2026-09-03 09:41:22.640403,0
2026-09-03 09:41:22.895349,0
2026-09-03 09:41:23.162669,0
2026-09-03 09:41:23.411538,0
2026-09-03 09:41:23.649582,0
2026-09-03 09:41:23.892240,0
2026-09-03 09:41:24.133076,0
2026-09-03 09:41:24.404668,10
2026-09-03 09:41:24.678920,0
2026-09-03 09:41:24.937277,6
2026-09-03 09:41:25.206560,0
2026-09-03 09:41:25.461600,0
2026-09-03 09:41:25.714148,0
2026-09-03 09:41:25.962791,3
2026-09-03 09:41:26.243541,0
2026-09-03 09:41:26.491672,0
2026-09-03 09:41:26.744233,0
2026-09-03 09:41:27.002563,0
2026-09-03 09:41:27.254738,0
2026-09-03 09:41:27.506579,6
2026-09-03 09:41:27.775280,0
2026-09-03 09:41:28.032745,3
2026-09-03 09:41:28.311868,0
2026-09-03 09:41:28.552427,0
2026-09-03 09:41:28.804019,1
2026-09-03 09:41:29.120884,0
2026-09-03 09:41:29.372769,0
2026-09-03 09:41:29.624742,0
2026-09-03 09:41:29.867940,0
2026-09-03 09:41:30.115089,0
2026-09-03 09:41:30.372007,0
2026-09-03 09:41:30.615755,0
2026-09-03 09:41:30.856356,0
2026-09-03 09:41:31.107409,6
2026-09-03 09:41:31.415813,0
2026-09-03 09:41:31.659174,0
2026-09-03 09:41:31.898485,0
2026-09-03 09:41:32.141764,0
2026-09-03 09:41:32.399819,0
2026-09-03 09:41:32.650123,1
2026-09-03 09:41:32.926010,0
2026-09-03 09:41:33.159723,0
2026-09-03 09:41:33.414973,0
2026-09-03 09:41:33.680271,10
2026-09-03 09:41:33.970791,0
2026-09-03 09:41:34.214768,0
2026-09-03 09:41:34.457261,0
2026-09-03 09:41:34.716459,6
2026-09-03 09:41:34.991309,0
2026-09-03 09:41:35.241570,0
2026-09-03 09:41:35.484139,0
2026-09-03 09:41:35.753650,1
2026-09-03 09:41:36.019142,0
2026-09-03 09:41:36.267305,0
2026-09-03 09:41:36.519618,0
2026-09-03 09:41:36.770874,15
2026-09-03 09:41:37.039262,0
2026-09-03 09:41:37.302316,0
2026-09-03 09:41:37.555906,0
2026-09-03 09:41:37.801603,10
2026-09-03 09:41:38.066667,0
2026-09-03 09:41:38.311879,0
2026-09-03 09:41:38.579571,0
2026-09-03 09:41:38.841420,6
2026-09-03 09:41:39.114311,0
2026-09-03 09:41:39.367473,0
2026-09-03 09:41:39.625592,0
2026-09-03 09:41:39.877835,1
2026-09-03 09:41:40.158667,0
2026-09-03 09:41:40.398969,0
2026-09-03 09:41:40.652044,0
2026-09-03 09:41:40.902279,3
2026-09-03 09:41:41.185265,0
2026-09-03 09:41:41.436778,0
2026-09-03 09:41:41.692690,0
2026-09-03 09:41:41.937521,0
2026-09-03 09:41:42.191075,0
2026-09-03 09:41:42.441826,0
2026-09-03 09:41:42.703663,0
2026-09-03 09:41:42.964070,1
2026-09-03 09:41:43.243819,0
2026-09-03 09:41:43.497039,0
2026-09-03 09:41:43.745522,0
2026-09-03 09:41:43.995523,0
2026-09-03 09:41:44.235309,0
2026-09-03 09:41:44.475450,0
2026-09-03 09:41:44.714682,0
2026-09-03 09:41:44.969615,0
2026-09-03 09:41:45.217556,0
2026-09-03 09:41:45.475682,0
2026-09-03 09:41:45.716477,0
2026-09-03 09:41:45.961701,0
2026-09-03 09:41:46.207554,0
2026-09-03 09:41:46.468135,0
2026-09-03 09:41:46.721942,0
2026-09-03 09:41:46.988250,0
2026-09-03 09:41:47.235347,0
2026-09-03 09:41:47.498098,10
2026-09-03 09:41:47.767602,0
2026-09-03 09:41:48.022509,0
2026-09-03 09:41:48.267593,6
2026-09-03 09:41:48.540394,1
2026-09-03 09:41:48.826287,0
2026-09-03 09:41:49.093448,3
2026-09-03 09:41:49.366913,0
2026-09-03 09:41:49.597222,0
2026-09-03 09:41:49.840366,0
2026-09-03 09:41:50.081860,0
2026-09-03 09:41:50.336015,3
2026-09-03 09:41:50.612668,0
2026-09-03 09:41:50.854885,0
2026-09-03 09:41:51.098535,0
2026-09-03 09:41:51.353953,3
2026-09-03 09:41:51.627221,0
2026-09-03 09:41:51.866499,0
2026-09-03 09:41:52.114578,0
2026-09-03 09:41:52.369836,0
2026-09-03 09:41:52.632885,0
2026-09-03 09:41:52.877826,0
2026-09-03 09:41:53.120931,0
2026-09-03 09:41:53.369926,0
2026-09-03 09:41:53.635818,0
2026-09-03 09:41:53.894833,1
2026-09-03 09:41:54.194473,0
2026-09-03 09:41:54.448224,3
2026-09-03 09:41:54.723686,0
2026-09-03 09:41:54.961411,0
2026-09-03 09:41:55.208824,0
2026-09-03 09:41:55.466303,10
2026-09-03 09:41:55.735640,0
2026-09-03 09:41:55.974213,0
2026-09-03 09:41:56.265627,15
2026-09-03 09:41:56.550479,0
2026-09-03 09:41:56.805378,0
2026-09-03 09:41:57.053627,0
2026-09-03 09:41:57.295082,6
2026-09-03 09:41:57.564716,0
2026-09-03 09:41:57.823326,0
2026-09-03 09:41:58.092703,0
2026-09-03 09:41:58.344512,0
2026-09-03 09:41:58.584490,0
2026-09-03 09:41:58.834983,0
2026-09-03 09:41:59.078405,0
2026-09-03 09:41:59.323599,0
2026-09-03 09:41:59.578529,6
2026-09-03 09:41:59.859927,0
2026-09-03 09:42:00.111306,0
2026-09-03 09:42:00.361721,3
2026-09-03 09:42:00.624703,0
2026-09-03 09:42:00.865214,0
2026-09-03 09:42:01.109793,0
2026-09-03 09:42:01.381369,10
2026-09-03 09:42:01.662403,0
2026-09-03 09:42:01.909286,0
2026-09-03 09:42:02.153982,0
2026-09-03 09:42:02.409812,10
2026-09-03 09:42:02.676839,0
2026-09-03 09:42:02.947524,0
2026-09-03 09:42:03.201932,0
2026-09-03 09:42:03.445076,0
2026-09-03 09:42:03.702781,10
2026-09-03 09:42:04.000164,0
2026-09-03 09:42:04.250207,0
2026-09-03 09:42:04.494292,0
2026-09-03 09:42:04.747065,0
2026-09-03 09:42:04.994639,0
2026-09-03 09:42:05.244394,0
2026-09-03 09:42:05.497946,0
2026-09-03 09:42:05.772518,3
2026-09-03 09:42:06.054466,0
2026-09-03 09:42:06.310646,0
2026-09-03 09:42:06.545126,0
2026-09-03 09:42:06.802684,0
2026-09-03 09:42:07.047899,0
2026-09-03 09:42:07.313886,0
2026-09-03 09:42:07.557833,0
2026-09-03 09:42:07.808091,6
2026-09-03 09:42:08.086892,0
2026-09-03 09:42:08.336059,0
2026-09-03 09:42:08.577618,0
2026-09-03 09:42:08.825631,6
2026-09-03 09:42:09.097029,0
2026-09-03 09:42:09.347102,0
2026-09-03 09:42:09.598303,0
2026-09-03 09:42:09.875316,6
2026-09-03 09:42:10.148740,0
2026-09-03 09:42:10.401714,0
2026-09-03 09:42:10.651996,0
2026-09-03 09:42:10.906076,3
2026-09-03 09:42:11.191694,0
2026-09-03 09:42:11.437015,0
2026-09-03 09:42:11.680336,0
2026-09-03 09:42:11.932558,3
2026-09-03 09:42:12.220750,0
2026-09-03 09:42:12.471990,0
2026-09-03 09:42:12.725025,0
2026-09-03 09:42:12.961033,10
2026-09-03 09:42:13.250796,0
2026-09-03 09:42:13.502749,0
2026-09-03 09:42:13.738325,0
2026-09-03 09:42:13.986313,36
2026-09-03 09:42:14.271719,0
2026-09-03 09:42:14.535748,0
2026-09-03 09:42:14.770082,0
2026-09-03 09:42:15.026135,36
2026-09-03 09:42:15.294388,0
2026-09-03 09:42:15.548160,0
2026-09-03 09:42:15.791688,0
2026-09-03 09:42:16.054360,10
2026-09-03 09:42:16.341903,0
2026-09-03 09:42:16.599647,0
2026-09-03 09:42:16.842138,0
2026-09-03 09:42:17.091605,21
2026-09-03 09:42:17.371317,0
2026-09-03 09:42:17.635862,0
2026-09-03 09:42:17.884280,0
2026-09-03 09:42:18.132531,6
2026-09-03 09:42:18.416086,0
2026-09-03 09:42:18.681928,0
2026-09-03 09:42:18.928015,0
2026-09-03 09:42:19.172145,1
2026-09-03 09:42:19.458935,1
2026-09-03 09:42:19.744710,0
2026-09-03 09:42:19.980813,0
2026-09-03 09:42:20.225938,0
2026-09-03 09:42:20.491448,6
2026-09-03 09:42:20.786211,0
2026-09-03 09:42:21.041875,0
2026-09-03 09:42:21.295968,0
2026-09-03 09:42:21.542333,0
2026-09-03 09:42:21.800887,0
2026-09-03 09:42:22.058031,0
2026-09-03 09:42:22.292094,0
2026-09-03 09:42:22.539980,0
2026-09-03 09:42:22.797114,0
2026-09-03 09:42:23.049250,0
2026-09-03 09:42:23.296459,15
2026-09-03 09:42:23.569583,3
2026-09-03 09:42:23.846790,0
2026-09-03 09:42:24.094718,0
2026-09-03 09:42:24.336654,1
2026-09-03 09:42:24.605016,0
2026-09-03 09:42:24.857010,0
2026-09-03 09:42:25.116478,0
2026-09-03 09:42:25.372336,3
2026-09-03 09:42:25.639508,0
2026-09-03 09:42:25.888044,0
2026-09-03 09:42:26.131900,0
2026-09-03 09:42:26.390784,28
2026-09-03 09:42:26.667707,0
2026-09-03 09:42:26.909887,0
2026-09-03 09:42:27.149653,0
2026-09-03 09:42:27.408745,10
2026-09-03 09:42:27.682444,0
2026-09-03 09:42:27.934371,0
2026-09-03 09:42:28.178022,0
2026-09-03 09:42:28.415761,0
2026-09-03 09:42:28.666836,0
2026-09-03 09:42:28.918970,0
2026-09-03 09:42:29.189553,6
2026-09-03 09:42:29.477688,36
2026-09-03 09:42:29.753979,0
2026-09-03 09:42:30.024817,0
2026-09-03 09:42:30.277268,0
2026-09-03 09:42:30.521904,28
2026-09-03 09:42:30.793877,0
2026-09-03 09:42:31.040168,0
2026-09-03 09:42:31.283797,0
2026-09-03 09:42:31.536229,1
2026-09-03 09:42:31.809296,0
2026-09-03 09:42:32.051399,0
2026-09-03 09:42:32.290183,0
2026-09-03 09:42:32.535245,0
2026-09-03 09:42:32.780938,0
2026-09-03 09:42:33.019696,0
2026-09-03 09:42:33.268709,0
2026-09-03 09:42:33.518002,0
2026-09-03 09:42:33.760935,0
2026-09-03 09:42:34.011490,0
2026-09-03 09:42:34.255269,0
2026-09-03 09:42:34.501080,0
2026-09-03 09:42:34.756030,0
2026-09-03 09:42:35.006038,0
2026-09-03 09:42:35.250160,0
2026-09-03 09:42:35.503243,0
2026-09-03 09:42:35.749767,0
2026-09-03 09:42:35.995688,0
2026-09-03 09:42:36.239421,0
2026-09-03 09:42:36.485972,0
2026-09-03 09:42:36.741417,0
2026-09-03 09:42:36.988141,0
2026-09-03 09:42:37.250593,0
2026-09-03 09:42:37.500490,0
2026-09-03 09:42:37.737132,3
2026-09-03 09:42:38.031366,0
2026-09-03 09:42:38.281658,0
2026-09-03 09:42:38.517056,0
2026-09-03 09:42:38.767848,10
2026-09-03 09:42:39.052449,0
2026-09-03 09:42:39.309628,0
2026-09-03 09:42:39.545560,0
2026-09-03 09:42:39.793177,3
2026-09-03 09:42:40.080085,0
2026-09-03 09:42:40.334606,0
2026-09-03 09:42:40.584919,0
2026-09-03 09:42:40.824818,21
2026-09-03 09:42:41.109910,0
2026-09-03 09:42:41.356325,0
2026-09-03 09:42:41.603671,0
2026-09-03 09:42:41.852520,28
2026-09-03 09:42:42.141116,0
2026-09-03 09:42:42.387280,0
2026-09-03 09:42:42.627338,0
2026-09-03 09:42:42.882813,28
2026-09-03 09:42:43.189592,0
2026-09-03 09:42:43.444655,0
2026-09-03 09:42:43.684978,0
2026-09-03 09:42:43.925058,6
2026-09-03 09:42:44.207832,0
2026-09-03 09:42:44.472022,0
2026-09-03 09:42:44.731818,0
2026-09-03 09:42:44.967335,0
2026-09-03 09:42:45.211103,0
2026-09-03 09:42:45.454274,0
2026-09-03 09:42:45.698339,0
2026-09-03 09:42:45.948557,0
2026-09-03 09:42:46.195569,0
2026-09-03 09:42:46.440923,0
2026-09-03 09:42:46.684257,0
2026-09-03 09:42:46.931996,0
2026-09-03 09:42:47.187267,0
2026-09-03 09:42:47.440775,0
2026-09-03 09:42:47.694763,3
2026-09-03 09:42:47.969013,0
2026-09-03 09:42:48.227087,0
2026-09-03 09:42:48.478611,0
2026-09-03 09:42:48.731219,10
2026-09-03 09:42:48.999387,0
2026-09-03 09:42:49.240729,0
2026-09-03 09:42:49.494073,0
2026-09-03 09:42:49.742985,0
2026-09-03 09:42:49.994501,0
2026-09-03 09:42:50.244288,0
2026-09-03 09:42:50.491865,0
2026-09-03 09:42:50.745508,0
2026-09-03 09:42:50.997039,0
2026-09-03 09:42:51.247727,0
2026-09-03 09:42:51.493662,0
2026-09-03 09:42:51.746441,0
2026-09-03 09:42:52.006995,0
2026-09-03 09:42:52.244172,0
2026-09-03 09:42:52.492723,0
2026-09-03 09:42:52.754016,0
2026-09-03 09:42:53.003876,0
2026-09-03 09:42:53.260067,0
2026-09-03 09:42:53.505677,0
2026-09-03 09:42:53.751825,0
2026-09-03 09:42:54.023555,0
2026-09-03 09:42:54.260589,0
2026-09-03 09:42:54.504478,0
2026-09-03 09:42:54.748367,0
2026-09-03 09:42:54.989525,0
2026-09-03 09:42:55.226045,0
2026-09-03 09:42:55.475559,0
2026-09-03 09:42:55.722587,0
2026-09-03 09:42:55.959726,0
2026-09-03 09:42:56.210069,21
2026-09-03 09:42:56.502166,0
2026-09-03 09:42:56.748310,0
2026-09-03 09:42:56.992207,0
2026-09-03 09:42:57.236154,21
2026-09-03 09:42:57.523939,0
2026-09-03 09:42:57.787898,0
2026-09-03 09:42:58.040581,0
2026-09-03 09:42:58.273048,0
2026-09-03 09:42:58.530085,0
2026-09-03 09:42:58.777589,0
2026-09-03 09:42:59.031732,6
2026-09-03 09:42:59.300631,36
2026-09-03 09:42:59.582882,0
2026-09-03 09:42:59.841325,0
2026-09-03 09:43:00.080902,0
2026-09-03 09:43:00.330448,36
2026-09-03 09:43:00.601033,0
2026-09-03 09:43:00.861347,0
2026-09-03 09:43:01.101191,0
2026-09-03 09:43:01.344922,3
2026-09-03 09:43:01.652526,0
2026-09-03 09:43:01.903829,0
2026-09-03 09:43:02.149571,0
2026-09-03 09:43:02.387607,15
2026-09-03 09:43:02.672793,0
2026-09-03 09:43:02.919501,0
2026-09-03 09:43:03.160322,0
2026-09-03 09:43:03.411953,36
2026-09-03 09:43:03.691230,0
2026-09-03 09:43:03.940236,0
2026-09-03 09:43:04.189666,0
2026-09-03 09:43:04.443550,45
2026-09-03 09:43:04.728789,0
2026-09-03 09:43:04.985651,0
2026-09-03 09:43:05.231502,0
2026-09-03 09:43:05.487133,15
2026-09-03 09:43:05.766226,0
2026-09-03 09:43:06.025895,0
2026-09-03 09:43:06.273909,0
2026-09-03 09:43:06.517977,36
2026-09-03 09:43:06.797421,0
2026-09-03 09:43:07.044946,0
2026-09-03 09:43:07.293379,0
2026-09-03 09:43:07.544604,0
2026-09-03 09:43:07.796949,0
2026-09-03 09:43:08.049998,0
2026-09-03 09:43:08.294161,0
2026-09-03 09:43:08.559436,0
2026-09-03 09:43:08.820673,0
2026-09-03 09:43:09.090633,0
2026-09-03 09:43:09.350497,0
2026-09-03 09:43:09.600754,0
2026-09-03 09:43:09.849991,0
2026-09-03 09:43:10.101392,0
2026-09-03 09:43:10.358542,0
2026-09-03 09:43:10.613638,0
2026-09-03 09:43:10.860533,0
2026-09-03 09:43:11.112948,0
2026-09-03 09:43:11.376222,0
2026-09-03 09:43:11.636418,0
2026-09-03 09:43:11.876005,0
2026-09-03 09:43:12.136955,0
2026-09-03 09:43:12.391637,0
2026-09-03 09:43:12.648726,0
2026-09-03 09:43:12.897782,0
2026-09-03 09:43:13.160126,0
2026-09-03 09:43:13.422167,0
2026-09-03 09:43:13.671860,0
2026-09-03 09:43:13.925998,0
2026-09-03 09:43:14.177366,0
2026-09-03 09:43:14.434354,0
2026-09-03 09:43:14.688471,0
2026-09-03 09:43:14.953601,0
2026-09-03 09:43:15.192937,0
2026-09-03 09:43:15.450224,0
2026-09-03 09:43:15.713338,0
2026-09-03 09:43:15.954110,0
2026-09-03 09:43:16.209769,0
2026-09-03 09:43:16.476946,0
2026-09-03 09:43:16.737655,0
2026-09-03 09:43:17.007457,0
2026-09-03 09:43:17.284639,0
2026-09-03 09:43:17.533901,0
2026-09-03 09:43:17.783409,0
2026-09-03 09:43:18.021123,0
2026-09-03 09:43:18.285671,0
2026-09-03 09:43:18.529931,0
2026-09-03 09:43:18.795409,0
2026-09-03 09:43:19.053301,0
2026-09-03 09:43:19.310792,0
2026-09-03 09:43:19.561276,0
2026-09-03 09:43:19.811366,0
2026-09-03 09:43:20.066590,0
2026-09-03 09:43:20.315577,0
2026-09-03 09:43:20.567364,0
2026-09-03 09:43:20.818046,0
2026-09-03 09:43:21.062641,0
2026-09-03 09:43:21.319103,0
2026-09-03 09:43:21.568331,0
2026-09-03 09:43:21.827030,0
2026-09-03 09:43:22.078701,0
2026-09-03 09:43:22.329671,0
2026-09-03 09:43:22.583671,0
2026-09-03 09:43:22.836365,0
2026-09-03 09:43:23.153706,0
2026-09-03 09:43:23.407164,0
2026-09-03 09:43:23.647086,0
2026-09-03 09:43:23.894348,0
2026-09-03 09:43:24.158215,0
2026-09-03 09:43:24.423328,0
2026-09-03 09:43:24.688234,0
