sampled_at_utc,wait_count
2026-09-03 09:43:24.934074,0
2026-09-03 09:43:25.174190,0
2026-09-03 09:43:25.434404,0
2026-09-03 09:43:25.683950,0
2026-09-03 09:43:25.933974,0
2026-09-03 09:43:26.179523,0
2026-09-03 09:43:26.433338,0
2026-09-03 09:43:26.691697,0
2026-09-03 09:43:26.949383,0
2026-09-03 09:43:27.209771,0
2026-09-03 09:43:27.459407,0
2026-09-03 09:43:27.724182,0
2026-09-03 09:43:27.975420,0
2026-09-03 09:43:28.233009,0
2026-09-03 09:43:28.492302,0
2026-09-03 09:43:28.759822,0
2026-09-03 09:43:29.024348,0
2026-09-03 09:43:29.281417,0
2026-09-03 09:43:29.531149,0
2026-09-03 09:43:29.784082,0
2026-09-03 09:43:30.028180,0
2026-09-03 09:43:30.291734,0
2026-09-03 09:43:30.542667,0
2026-09-03 09:43:30.790216,0
2026-09-03 09:43:31.058155,0
2026-09-03 09:43:31.319154,0
2026-09-03 09:43:31.576120,0
2026-09-03 09:43:31.835506,0
2026-09-03 09:43:32.102096,0
2026-09-03 09:43:32.373982,0
2026-09-03 09:43:32.642512,0
2026-09-03 09:43:32.918061,0
2026-09-03 09:43:33.175411,0
2026-09-03 09:43:33.450816,0
2026-09-03 09:43:33.708459,0
2026-09-03 09:43:33.970969,0
2026-09-03 09:43:34.217223,0
2026-09-03 09:43:34.467281,0
2026-09-03 09:43:34.723821,0
2026-09-03 09:43:34.984148,0
2026-09-03 09:43:35.225414,0
2026-09-03 09:43:35.500867,0
2026-09-03 09:43:35.748756,0
2026-09-03 09:43:36.015193,0
