scenario,vus,transaction_avg_ms,transaction_p95_ms,conditional_update_avg_ms,conditional_update_p95_ms,save_flush_avg_ms,save_flush_p95_ms
same-course-apply,20,1652.83,1786.26,1216.27,1416.92,88.18,111.61
