scenario,vus,transaction_avg_ms,transaction_p95_ms,conditional_update_avg_ms,conditional_update_p95_ms,save_flush_avg_ms,save_flush_p95_ms
distributed-apply,20,519.87,616.36,91.07,124.01,85.59,107.74
