scenario,vus,k6_exit,p95_ms,p99_ms,fail_rate_pct,req_per_sec,rejected_pct,process_cpu_max_pct,system_cpu_max_pct,heap_max_pct,tomcat_busy_pct,gc_pause_seconds,hikari_active_pct,hikari_pending_max,hikari_acquire_avg_ms,hikari_acquire_max_ms,hikari_usage_avg_ms,hikari_usage_max_ms,hikari_timeouts,db_applied,db_actual,count_mismatch
distributed-apply,20,0,952.90,1056.71,0.00,9.64,0.00,98.67,99.11,51.33,5.50,0.02,100.00,1.00,16.18,173.35,619.40,5578.00,0.00,1817,1817,0
