scenario,vus,transaction_avg_ms,transaction_p95_ms,conditional_update_avg_ms,conditional_update_p95_ms,save_flush_avg_ms,save_flush_p95_ms
same-course-apply,20,1614.66,1771.67,1188.80,1413.76,85.07,106.62
