scenario,vus,transaction_avg_ms,transaction_p95_ms,conditional_update_avg_ms,conditional_update_p95_ms,save_flush_avg_ms,save_flush_p95_ms
distributed-apply,20,610.56,709.97,93.36,138.97,86.15,107.70
