scenario,vus,k6_exit,p95_ms,p99_ms,fail_rate_pct,req_per_sec,rejected_pct,process_cpu_max_pct,system_cpu_max_pct,heap_max_pct,tomcat_busy_pct,gc_pause_seconds,hikari_active_pct,hikari_pending_max,hikari_acquire_avg_ms,hikari_acquire_max_ms,hikari_usage_avg_ms,hikari_usage_max_ms,hikari_timeouts,db_applied,db_actual,count_mismatch
same-course-apply,20,0,2684.34,2832.05,0.00,5.44,0.00,88.00,86.51,50.46,8.00,0.12,100.00,4.00,573.02,1188.05,1742.18,2056.00,0.00,1007,1007,0
