scenario,vus,transaction_avg_ms,transaction_p95_ms,conditional_update_avg_ms,conditional_update_p95_ms,save_flush_avg_ms,save_flush_p95_ms
same-course-apply,20,1644.75,1771.67,1124.29,1411.76,86.60,108.18
